,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
3469,{专业} #盗QQ #微信找回  #查小三 #开房记录  Elaine Christy abroad Victoria Maggie Alston Flower Barton Camp Carol Whittier Nat Jennings Enid Dobbin https://t.co/tzu4qJs2RR,2022-12-29 16:49:32.078558,1608347100831690758,2022-12-29 06:20:05+00:00,0,0,0,0,,,Harshad92949232,"Morbi, India",12,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3470,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/qHOTTKRnxs,2022-12-29 16:49:32.078574,1608340123414048771,2022-12-29 05:52:21+00:00,0,0,0,0,,,ru77lg4e5wtyv8j,联系方式↑,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3471,"On a frosty December morning, Victoria Solomon recounted how San Francisco police had rousted her awake hours earlier, and threatened to take her to jail if she didn't clear out within 10 minutes. https://t.co/Ao7s1Q2Nby",2022-12-29 16:49:32.078590,1608335441065029633,2022-12-29 05:33:45+00:00,1,0,0,0,,,fox5sandiego,"San Diego, CA",211282,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3472,Pretty cool sight this morning at the winter gymnastics camp at Victoria Gymnastics: Three #cargobikes parked at the door. Best way to get the kids to class. #notraffic #freeparking (@BishopsCycles) https://t.co/IqEr9CLzvy,2022-12-29 16:49:32.078608,1608315138981105664,2022-12-29 04:13:04+00:00,1,0,20,2,,,DrMCGregoire,"Victoria/Vancouver BC, Canada",1311,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3473,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/B1NBWXFNTi,2022-12-29 16:49:32.078624,1608289080571465729,2022-12-29 02:29:32+00:00,0,0,0,0,,,Enid96246110,联系方式↑,4,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3474,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/Rf7chusnO3,2022-12-29 16:49:32.078640,1608276832058740738,2022-12-29 01:40:51+00:00,0,0,0,0,,,Mohamme66676990,ㄹr인 vv443 출장안마,1,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3475,"For years, St John Ambulance Victoria has been helping to build a resilient community through training and free programs, such as First Aid In Schools and CPR Lab. This year, we expanded our scope to cover more groups within the Victorian community, especially those at risk. https://t.co/4cFen6sNWm",2022-12-29 16:49:32.078665,1608251738242301953,2022-12-29 00:01:08+00:00,0,0,2,1,,,StJohnVic,"All across Victoria, Australia",1170,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3476,"SAN FRANCISCO (AP) — On a frosty December morning, Victoria Solomon recounted how San Francisco police had rousted her awake hours earlier, and threatened to take her to jail if she didn't clear out within 10 minutes.

https://t.co/NpFQ8VOVzb",2022-12-29 16:49:32.078697,1608242012897042435,2022-12-28 23:22:30+00:00,0,0,0,0,,,Bakersfieldcali,"Bakersfield, CA",15445,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3477,"@1madwoman1962 @szentandrassym @cathyh924 @JackConnie @Jesus_Luvs_Us @TeresaR86980558 @Rosakdp @RosaTrunk @PatGrant7777 @BeatriceLacy @WonderfulSpace4 @victoria_victo3 @ZoraidaPalacios @antoniomanager @ASandouga @debratankersle1 @JanetBarstow @marvil296 @seale15 @Peeperpea29 Treks Himalaya from Nepal offer wide verities of tours 
https://t.co/pcXdkCEZ6o
https://t.co/eXIaPj9obx
https://t.co/x5bROOzWEn
https://t.co/kOQa63MQkr
https://t.co/ZKQWOdIffk
https://t.co/zpSH0gZU7l
https://t.co/xQFmg1LcFH
https://t.co/EMaaMQIZ7V
https://t.co/N5qhJUnrL9",2022-12-29 16:49:32.078730,1608241030087979008,2022-12-28 23:18:35+00:00,0,0,0,0,,,StephanieJaneG6,,1085,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3478,"@1madwoman1962 @szentandrassym @cathyh924 @JackConnie @TeresaR86980558 @Rosakdp @debratankersle1 @Jesus_Luvs_Us @RosaTrunk @PatGrant7777 @BeatriceLacy @WonderfulSpace4 @marvil296 @seale15 @victoria_victo3 @ZoraidaPalacios @nieuwemarlean @PamArthurFL @JanetBarstow Treks Himalaya from Nepal offer wide verities of tours 
https://t.co/pcXdkCEZ6o
https://t.co/eXIaPj9obx
https://t.co/x5bROOzWEn
https://t.co/kOQa63MQkr
https://t.co/ZKQWOdIffk
https://t.co/zpSH0gZU7l
https://t.co/xQFmg1LcFH
https://t.co/EMaaMQIZ7V
https://t.co/N5qhJUnrL9",2022-12-29 16:49:32.078747,1608239542737465346,2022-12-28 23:12:41+00:00,0,0,0,0,,,PhenomAmerica,"San Diego, CA",7902,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3479,"@VictoriaCoren Victoria, I’d also ignore this guy. 
He’s in the same camp as Linehan…👇 https://t.co/CHem4JLEhN",2022-12-29 16:49:32.078766,1608226575123898368,2022-12-28 22:21:09+00:00,0,0,4,0,,,IkbalLghani,,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3480,"Phenom Basketball is excited to announce that Ryan Wolfram from Victoria, Minnesota will be attending the 2023 Phenom National Camp in Orange County, CA on July 27-30!
.
.
#ourlargestcampever
#PhenomAmerica #PhenomNationalCamp #Phenom150 #jrphenomcamp #Hoops #gatoradepartner https://t.co/cO2JsrXqym",2022-12-29 16:49:32.078782,1608222870458732545,2022-12-28 22:06:26+00:00,0,0,2,0,,,bakerr_io,"Lagos, Nigeria",2588,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3481,Jerry Jasper Claude Burns Olivia Camp Victoria Clara #济宁 #济宁线下 https://t.co/lVwmZ4mQ9s,2022-12-29 16:49:32.078806,1608203054683389952,2022-12-28 20:47:41+00:00,0,0,0,0,,,babyofyah,"Yenagoa, Nigeria",166,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3482,Grealish belongs in a victoria secret training camp .. cause this model can’t be a footballer .. 100 million fraud !,2022-12-29 16:49:32.078822,1608203010689191936,2022-12-28 20:47:31+00:00,0,0,0,0,,,TJJohnston415,San Francisco Bay Area,878,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3483,"@victoria_uket @SirDavidBent @Emmavic14 Her autobiography begs to differ. Most of her writings were excerpts from her personal experiences. She lived quite a tedious life, and apparently that's how this man expects the rest of us to continue living. That's our ""place"".",2022-12-29 16:49:32.078841,1608183221694484484,2022-12-28 19:28:53+00:00,1,0,4,1,,,lnnRPzHry7AmQpR,,1,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3484,"I met Victoria last month. Another person and I helped her wheel her cart across the street because a cop ordered her to move along. 
#WhereDoWeGo 
https://t.co/aM3ABKGrdN",2022-12-29 16:49:32.078860,1608176271682580480,2022-12-28 19:01:16+00:00,0,1,1,0,,,EasterSealsBCY,"British Columbia, Canada",688,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3485,Tina Palmer Bert Petty Victoria Camp Judy Law #南京 #南京线下 https://t.co/JVkE8AjEE7,2022-12-29 16:49:32.078879,1608175571569369088,2022-12-28 18:58:29+00:00,0,0,0,0,,,kronayne,"Sacramento, CA",9621,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3486,"For our Vancouver Island friends: Recycle your live Christmas tree and help support Easter Seals Camp Shawnigan! Chip In for the Kids January 7 &amp; 8, 2023 (10am-4pm)in Victoria, Shawnigan Lake, Mill Bay and Duncan. 

For locations and more info:
https://t.co/H8Z8cU0whx See less https://t.co/LrvizYFH90",2022-12-29 16:49:32.078899,1608164816572530690,2022-12-28 18:15:45+00:00,0,0,0,0,,,SimzThema,Jozi - South Africa,160,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3487,"Last camp of the year, and what a beauty it is at @n1hotel Victoria Falls! Next few days will be packed with activities so stay tuned.. @ Victoria Falls, Zimbabwe https://t.co/KXDtfXIC1C",2022-12-29 16:49:32.078936,1608156599377436673,2022-12-28 17:43:06+00:00,0,0,1,0,,,PrinceReali,,1,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3488,Jean Dunn Bloor Victoria Camp Maud Ricardo #菏泽市 #菏泽市线下 https://t.co/p6AnMTZk9x,2022-12-29 16:49:32.078957,1608138862509064199,2022-12-28 16:32:37+00:00,0,0,0,0,,,Siavashsha,,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3489,Bevis Camp Victoria Joule Alan Dolly Cathy Camilla #连云港 #连云港线下 https://t.co/4by1tTCJuu,2022-12-29 16:49:32.078975,1608138333150130177,2022-12-28 16:30:31+00:00,0,0,0,0,,,karnakar_e,联系方式↑,46,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3490,Victoria's Secret PINK Thong Panty Set of 3  https://t.co/CygnIb7dXn,2022-12-29 16:49:32.078994,1608122524574834691,2022-12-28 15:27:41+00:00,0,0,0,0,,,Gabe52258061,联系方式↑,1,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3491,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/VTPbmUgD1D,2022-12-29 16:49:32.079012,1608114107982680065,2022-12-28 14:54:15+00:00,0,0,0,0,,,bUCF5LsgbnwMx9V,,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3492,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/KFar5oCJ0J,2022-12-29 16:49:32.079031,1608109117914353669,2022-12-28 14:34:25+00:00,0,0,0,0,,,GirlsinPolitics,Worldwide,4058,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3493,Sidney Camp Xaviera Byron Victoria Franklin Beatrice Richardson #南京 #南京线下 https://t.co/1hbrsEgZB6,2022-12-29 16:49:32.079047,1608095985707937793,2022-12-28 13:42:14+00:00,0,0,0,0,,,girlsnbusiness,"Washington, DC",129,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3494,"Register for the Girls in Business Camp #Melbourne 2023 on 8 Jul. Girls learn the basics of business, create a business then pitch the business to a panel of investors. Tickets ➡️ https://t.co/cOAluvWCxD #Victoria #Sunbury #Craigieburn #Geelong #Bendigo",2022-12-29 16:49:32.079085,1607997326056095744,2022-12-28 07:10:12+00:00,0,0,0,0,,,CHPVic,"Melbourne, Victoria",5548,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3495,"Register for the Girls in Business Camp #Melbourne 2023 on 8 Jul. Girls learn the basics of business, create a business then pitch the business to a panel of investors. Tickets ➡️ https://t.co/Ns0Frt3zHu #Victoria #Sunbury #Craigieburn #Geelong #Bendigo",2022-12-29 16:49:32.079104,1607997325460340736,2022-12-28 07:10:12+00:00,0,0,0,0,,,SaraswaMrinal,联系方式↑,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3496,Bevis Camp Victoria Joule Alan Dolly Cathy Camilla #连云港 #连云港线下 https://t.co/mPxXUNnwO9,2022-12-29 16:49:32.079120,1607993161326170113,2022-12-28 06:53:39+00:00,0,0,0,0,,,IntranceIt,Western Australia,622,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3497,"Demand remains too high for Victoria’s homelessness services to meet. 

16,111 people were turned away from homelessness services last year, reflecting a need for more funding.

Here's @aihw's snapshot of homelessness in Victoria: https://t.co/GA9c9a6E5e #EndHomelessness https://t.co/CFpLHVPjOB",2022-12-29 16:49:32.079139,1607947321114779650,2022-12-28 03:51:30+00:00,1,0,6,3,,,cb39n9y9k4j4guk,联系方式↑,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3498,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/2XK1EkfHey,2022-12-29 16:49:32.079158,1607927506107236354,2022-12-28 02:32:45+00:00,0,0,0,0,,,MasunDagher,联系方式↑,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3499,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/HeCtuTZJPL,2022-12-29 16:49:32.079194,1607910690752442368,2022-12-28 01:25:56+00:00,0,0,0,0,,,TBennz,"Victoria, British Columbia",831,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3500,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/BqoPkgKWRc,2022-12-29 16:49:32.079214,1607902736795959297,2022-12-28 00:54:20+00:00,0,0,0,0,,,OmkarSh28849961,联系方式↑,2,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3501,"@igorwasright3 @cryptoliere @TameBasile @WarMonitors victoria nuland  and other US state officials should stay home at 7,000 miles as the US govt has to worry more about its own people than a nation 7,000 miles away. Homelessness rising due to the living costs, education system failing apart...",2022-12-29 16:49:32.079231,1607889736416505860,2022-12-28 00:02:40+00:00,0,0,0,0,,,Kateinmelbourne,"Melbourne, Victoria, Australia",529,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3502,"Gotta be happy with that return if you’re Victoria. It’s also a compliment to Palmer for turning into a camp walk-on to a bonafide #1 goalie in the dub. All the best Palms. https://t.co/aObGgEYEOg TRADE ALERT: The Royals have acquired goaltender Braden Holt from the Everett Silvertips, in exchange for goaltender Tyler Palmer. READ 📝 | https://t.co/YmFD8r7dyR#ReadyToRoar https://t.co/MMHsYhRUfc",2022-12-29 16:49:32.205246,1607833416606822400,2022-12-27 20:18:53+00:00,0,0,3,1,,,CTVKitchener,"Kitchener, Waterloo, Cambridge",184807,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3503,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/4cBTN8pWDZ,2022-12-29 16:49:32.205334,1607736636317798400,2022-12-27 13:54:19+00:00,0,0,0,0,,,ELHT_NHS,East Lancashire,10151,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3504,A big swathe across Victoria is having a heatwave. It was 38 degrees at our place in Melbourne this afternoon. https://t.co/XnRGAKvFV5,2022-12-29 16:49:32.205370,1607682297427529729,2022-12-27 10:18:23+00:00,0,0,0,0,,,Wilks6,Ballarat,801,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3505,A fire broke out in Kitchener over the weekend in the area of Victoria Street North and Weber Street West — an area where those experiencing homelessness have lived for months.  https://t.co/eg2eWKrajJ,2022-12-29 16:49:32.205410,1607670161141555200,2022-12-27 09:30:10+00:00,6,0,0,3,,,CapitalDailyVic,"Victoria, British Columbia",5561,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3506,"If you have had a slight injury this festive break and are suffering from problems such as suspected fractures, cuts, bruises, minor eye problems, our Minor Injuries Unit at Accrington Victoria would be the most appropriate place to visit 🤕 👉https://t.co/IjeaOqf0oI https://t.co/O2mvXapyVn",2022-12-29 16:49:32.205446,1607663190892056577,2022-12-27 09:02:28+00:00,0,0,1,2,,,TV_baaack,Canberra ACT,194,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3507,"@Christie_Whelan My beautiful wife &amp; I take a brief holiday every year to our ""happy place,"" Pennyroyal in Victoria. Edge of the Otways. Most days these were our breakfast companions. https://t.co/c7z7RmM0Rc",2022-12-29 16:49:32.205484,1607651612750925824,2022-12-27 08:16:27+00:00,0,0,9,0,,,Darby99711993,,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3508,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/2XK1EkfHey,2022-12-29 16:49:32.205516,1607598892841078788,2022-12-27 04:46:58+00:00,0,0,0,0,,,Cordeli75113557,,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3509,A fire broke out in Kitchener over the weekend in the area of Victoria Street North and Weber Street West — an area where those experiencing homelessness have lived for months.  https://t.co/nbYdOLP6ZG,2022-12-29 16:49:32.205651,1607572000033148931,2022-12-27 03:00:06+00:00,0,1,4,2,,,ToniNelms1,,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3510,"@MatthewBevan 1976. Watched start, Sydney. Rode motorbike (actual) to Orange. Next day, drive to Victoria. Camp. Next day, drive to Mel. Next day, fly to Devonport, hitch to Hobart. Check in, wander to Constitution Dock, watch line honours winner dock (Koomooloo?). Longer, more interesting",2022-12-29 16:49:32.205720,1607562762728931329,2022-12-27 02:23:24+00:00,0,0,1,0,,,Himansh74588915,联系方式↑,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3511,Victoria Sandy Hubery Camp #南通 #南通线下 Fitch Horace https://t.co/dNp3GjPC95,2022-12-29 16:49:32.205758,1607558500888252417,2022-12-27 02:06:28+00:00,0,0,0,0,,,samspromosams,,1191,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3512,Cherry Hicks Cathy Camp Victoria Wheeler Gemma Emmie #成都 #成都线下 https://t.co/IFcuTvqkx1,2022-12-29 16:49:32.205787,1607541493316870145,2022-12-27 00:58:53+00:00,0,0,0,0,,,OffGridNetwork,United Kingdom,1503,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3513,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/wkdtrWYQMH,2022-12-29 16:49:32.205825,1607537316717031426,2022-12-27 00:42:17+00:00,0,0,0,0,,,UniBritannica,"SW1V 1AA, London",32,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3514,@DaveThompsonVIC It is all good in urban areas where a good public transit system is in place.  Unfortunately in Victoria our transit is not any where near good. As long as we have people commuting and coming downtown for business and shopping people will drive cars.  Need to build rapid transit.,2022-12-29 16:49:32.205866,1607531052331040768,2022-12-27 00:17:24+00:00,0,0,1,0,,,SumrahTannous,联系方式↑,1,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3515,Victoria Camp Quincy Christopher #青岛 #青岛线下 Elaine Will https://t.co/lRX8D1a0PJ,2022-12-29 16:49:32.205898,1607494743050838016,2022-12-26 21:53:07+00:00,0,0,0,0,,,VPrakas36510398,联系方式↑,4,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3516,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/TiYvti5xbP,2022-12-29 16:49:32.205934,1607483050853826560,2022-12-26 21:06:39+00:00,0,0,0,0,,,skbansal1970,联系方式↑,2,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
