,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant,File #,From,Notes
915,@COCVancouver We are cheering you on from Victoria. We had a drag event canceled here due to threats of gun violence. Everyone is reeling.,6/20/2022 13:34,1.54E+18,2022-06-18 05:16:04+00:00,0,0,3,0,,,,,ou812_Kess,4938,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Negative,0.421075404,,Yes,5,Oren,
910,"@jay_pharm A drag show in Victoria BC was targeted with a shooting threat recently. Whether it's transphobia, homophobia or both triggering this, we can't be comfortable with people attempting to control others through violence. 

https://t.co/dYsjQ96Bqb",6/20/2022 13:34,1.54E+18,2022-06-18 10:12:44+00:00,0,0,0,0,,,,,PTTP76,358,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Negative,0.895665407,,Yes,5,Oren,
1281,"MELBOURNE, AUSTRALIA! 

Melbourne is a vibrant city bursting with like, packed full of art, music, cafes and bars. 

Here are 5 reasons to move to #Melbourne, #Victoria, #Australia: https://t.co/FtjIbawHx0

#Ausmove #MovingtoMelbourne #LivinginMelbourne https://t.co/0dbLIasK64",6/20/2022 13:34,1.54E+18,2022-06-15 06:15:00+00:00,0,0,0,0,,,,,SeychellePrison,488,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Positive,0.937025249,,No,5,Oren,
939,"A suspected thief is fighting for life after an alleged break-in at a fish and chip shop in Geelong in Victoria's west. #9News
https://t.co/zNl5vJPEUh",6/20/2022 13:34,1.54E+18,2022-06-20 17:00:01+00:00,2,0,1,0,,,,,9NewsSyd,173993,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Negative,0.660246313,,No,5,Oren,
884,"Hello.... Lets get this straight.
You have done harm to me and my income, my job, my life, my friends and family all the time sitting back in the last 2 fkin Years whilst your Premier ran Victoria with fines and Police violence.

You want to stay 'connected'? https://t.co/dpUnbpFnGr",6/20/2022 13:34,1.54E+18,2022-06-20 02:13:05+00:00,0,0,1,0,,,,,HAPPY889123,313,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Negative,0.903051913,,Yes,5,Oren,
950,"Now I understand why the lawyers and the Judge approved the Victoria Guide Dogs to be included in my family Trust for my soon after they arbitrarily removed me as a trustee, I canâ€™t believe they did that now bunch of thief. https://t.co/F5vhyTledx",6/20/2022 13:34,1.54E+18,2022-06-19 05:40:24+00:00,0,0,0,0,,,,,YOUthePeoples,117,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Negative,0.880586326,,No,5,Oren,
166,"Gonzales sued the cops, arguing that the order of protection she had obtained carried a statutory requirement that a violation resulted in automatic arrest. And she was right! Colorado law required an arrest for a violation of a domestic violence restraining order.

6/",6/20/2022 13:32,1.54E+18,2022-06-19 03:20:28+00:00,6,1,9415,720,,,,,GrdironBeauty,592,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Negative,0.642463863,,No,5,Oren,
1207,"@lotacharlie @TajBragg @DanielAndrewsMP has had 20 years to fix the healthcare system in #Victoria and instead it's fcked and he blames everyone else!
You need to look in both sides of the street.
Politicians are only there for themselves.
How many frequent flyer points has #AnAl earned in three weeks?",6/20/2022 13:34,1.54E+18,2022-06-15 21:21:15+00:00,0,0,5,0,,,,,moirawyton,6192,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",Victoria,Negative,0.899477363,,Yes,5,Oren,
1314,"@VicPlacemaking @GraceALore @RStraatsma @LorneDaniel This is great! The poor are ALWAYS ignored &amp; left behind, in housing, infrastructure &amp; green space. 
...even basic access to housing is often a challenge, so it's heartening to have active political support instead of being ignored by all. #bcpoli #yyj 
https://t.co/cKACYW7tAF",6/20/2022 13:35,1.54E+18,2022-06-16 04:34:46+00:00,0,0,2,2,,,,,420_Bike_Life,179,YYJ (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,YYJ,Positive,0.749815404,,Yes,5,Oren,
1307,"How do you make #yyj Affordable?

Only correct answers

- No hyperbole 

- No circle talk

- No slogans

I want to hear only feasible strategies

PS I bet you can't. Why? Because it's not possible. Anyone who thinks otherwise isn't based in reality https://t.co/U9LnAs1kiA",6/20/2022 13:35,1.54E+18,2022-06-16 13:10:09+00:00,3,1,2,0,,,,,kevinalbersBC,635,YYJ (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,YYJ,Neutral,0.51947099,,Yes,5,Oren,YYJ + affordable
985,@consumervic Unfortunately Consumer Affairs Victoria does not look after the consumer! Your allowing owners and real estates to increase rents by 55% in Melbourne and you are making people homeless! Other states in Australia donâ€™t allow greedy real estateâ€™s to rip off the renters,6/20/2022 13:34,1.54E+18,2022-06-15 07:33:18+00:00,1,0,0,0,,,,,XFMNews,2190,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Negative,0.925249815,,No,5,Oren,
716,"@j_mcelroy This is an incredible amount of work to compile and is much appreciated! Having said that, if Longwood in Nanaimo is not in the top 30 then once again Nanaimo has been treated like the poor cousin to Victoria on the island as it has always been.",6/20/2022 13:34,1.54E+18,2022-06-20 18:02:54+00:00,0,0,1,0,,,,,JohnMor03002828,3,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Positive,0.547446549,,No,5,Oren,
595,Football Camp Day 1 @ Central Park College Station Tx https://t.co/4XoEzzV955,6/20/2022 13:33,1.54E+18,2022-06-20 15:59:42+00:00,0,0,0,0,"Bryan, TX",9ce0f1d2eb5998ce,"[-96.439644, 30.6092141, -96.255918, 30.722503]","[-96.3508716, 30.6750162]",Malcolm_Mex,578,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.921215236,,No,5,Oren,
852,"In today's FT crime column: Mark Billingham, Tim Weaver, Hayley Scrivenor, Victoria Selman, Chris Brookmyre Helene Flood, Imran Mahmood, Stephanie Merritt,  Martin Edwards, David Jackson https://t.co/yttfgOleVX",6/20/2022 13:34,1.54E+18,2022-06-18 16:04:16+00:00,6,3,65,19,,,,,EMBEAnthony,56,Victoria (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,Victoria,Neutral,0.942072392,,No,5,Oren,
880,â€œLucyâ€ tells @carawaters from @theage â€œWeâ€™re humans as well and not just an addict or a user or a junkie â€¦We have voices. People can see that we have feelings and emotions.â€ https://t.co/wdBECMQ325 #Richmond3121 #Art #MSIR,6/20/2022 13:34,1.54E+18,2022-06-20 06:39:26+00:00,0,0,6,3,,,,,higgspg,1954,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Neutral,0.842294395,,No,5,Oren,
1089,Help raise Â£12500 to send Saul on his dream holiday to America or camper van.. Please #donate on @justgiving and RT https://t.co/faQLaTB4ge,6/20/2022 13:34,1.54E+18,2022-06-19 12:00:36+00:00,0,0,0,0,,,,,Wxvelengths,523,Victoria (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,Victoria,Positive,0.676095843,,No,5,Oren,
956,@cmckenney Looks like nobody's showing up for your neo marxist bs.  This woman is going to turn Ottawa into a drug infested hellhole overrun by homeless people. She is going to enact the exact same policy that turned Victoria into a giant skid row.Don't let progressive radicals ruin Ottawa,6/20/2022 13:34,1.54E+18,2022-06-18 13:54:01+00:00,1,0,4,1,,,,,OhShitNazis,10,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Negative,0.930256546,,Yes,5,Oren,
320,"North Philly man killed partner to stop him from revealing their same-sex relationship, police said https://t.co/4NkW1Es9S4 via @phillyinquirer",6/20/2022 13:32,1.54E+18,2022-06-18 01:16:06+00:00,0,0,0,0,,,,,BelleUnplugged,1014,(esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout) (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout,Neutral,0.664243221,,No,5,Oren,
924,"Thank you for this message Kevin against the threat of violence in our community, Victoria. #civility #community #families https://t.co/beeURX4B3U",6/20/2022 13:34,1.54E+18,2022-06-17 23:31:44+00:00,0,0,3,0,,,,,CTVNewsScott,2641,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Positive,0.515392482,,Yes,5,Oren,
228,Ive always like when they give you camping spots and i always thought they should balance that with influencing the player to leave their comfort zone to be in uncomfortable situation like gorge remero or fixing the excavators on moon. https://t.co/JaP5ZATEoG,32:35.1,1.54E+18,2022-06-16 15:12:13+00:00,2,0,3,0,,,,,CloggedToilet1,17,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Neutral,0.527535081,yes,no,6,Ju,
664,"join BRI and help build  infrastructure  to reduce world poverty like the leader state Victoria . #Aukus #deathwish   
#insiders",34:20.6,1.54E+18,2022-06-18 23:58:22+00:00,0,0,0,0,,,,,aust_tl,2175,Victoria (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,Victoria,Neutral,0.646532238,yes,no,6,Ju,
124,"Evidence of day-drinking at Victoria city hall, or has Pfizer been spiking the Sooke reservoir with testosterone, thereby explaining why Victoria is the capital of Tranada? https://t.co/LSoG3nJnsx",32:27.0,1.54E+18,2022-06-18 17:47:05+00:00,0,0,0,0,,,,,Banonymous100,1270,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Neutral,0.812748253,yes,no,6,Ju,
453,"A lot from @JakeLFischer here:

-Sixers resistant to giving Harden a max
-â€œin any scenario, Harden is expected to pick up his player option for the 2022-23 seasonâ€ ($47.3 mil)
-Sixers exploring trades for Green, Thybulle, 23rd pick
-Tobias Harrisâ€™ camp unhappy with his role https://t.co/91hINfiARo",33:27.5,1.54E+18,2022-06-16 16:16:59+00:00,2,0,12,2,,,,,Sean_Barnard1,2360,(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Neutral,0.843078911,yes,no,6,Ju,
574,"Capital Region Housing targets Saanich for its next subsidized redevelopment

#Capital | #Region | #Housing | #Targets

Breaking News 
ðŸ‘‰ https://t.co/6eRS1ajdTX https://t.co/OuDInhNyoQ",33:39.1,1.54E+18,2022-06-15 21:35:06+00:00,0,0,0,0,,,,,NixonBonnie83,902,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.9291991,yes,yes,6,Ju,
869,Victoria police report â€˜significant declineâ€™ in calls for youth-related violence https://t.co/jK0nXDwXrC,34:25.3,1.54E+18,2022-06-20 17:50:02+00:00,0,0,0,0,,,,,LakeCowGazette,1721,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Negative,0.521111548,no,Yes,6,Ju,Victoria + youth related violence
1395,"Happy Father's Day to the dads, father figures and fathers-to-be in our lives! ðŸ’™

Looking for Father's Day inspiration in Victoria? We've compiled a list of dad-approved activities &amp; specials going on in our city today. https://t.co/Vl5RHWdVsl

ðŸ“· @MagnoliaHtl
ðŸ“Beacon Hill Park https://t.co/tuIW7MX7Fw",36:47.8,1.54E+18,2022-06-19 15:34:29+00:00,0,0,4,1,,,,,victoriavisitor,42520,(from:avivanisle OR from:vicfoundation OR from:mydvba OR from:tourismvi OR from:victoriavisitor) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,individual,Positive,0.957114697,yes,no,6,Ju,
503,"@NiallOfficial @illicitflame A few suggestions- The Central Park Five, Night Stalker: The Hunt for a Serial Killer, Crime Scene: The Vanishing at the Cecil Hotel. Let me know what you think!",33:33.3,1.54E+18,2022-06-18 13:47:48+00:00,0,0,0,0,,,,,associates_asif,32,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.887364507,yes,no,6,Ju,
755,"Poor show, Victoria!! https://t.co/BCrGVsLEj7",34:22.2,1.54E+18,2022-06-20 03:28:59+00:00,0,0,2,0,,,,,swollenpickles,1224,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Negative,0.930100501,yes,no,6,Ju,
412,"Dayummmmm.... $232,000,000 in ONE SEIZURE/BUST?

Wow! My ships never had such excitement. (Well, on the Flint, we had a late nite major lube oil leak of San Juan de Fuca.)

(Then again, in the late 80s, IIRC, the USN wasn't nearly as joint-anti-drugs-ops w/ the USCG.) https://t.co/xEWlznkVrH",33:14.8,1.54E+18,2022-06-19 05:13:35+00:00,1,0,0,0,,,,,hyoondae,375,(juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,juan de fuca OR oaklands OR oak bay OR west shore OR cecelia ravine park OR pandora avenue OR pauquachin,Positive,0.596228123,yes,no,6,Ju,
426,"@passionmoon broke down Oak Bay council's Infill housing strategy meeting for you, so you don't have to. 

Bless. https://t.co/Xiy6hKcay6",33:20.0,1.54E+18,2022-06-17 04:58:50+00:00,0,0,1,0,,,,,KristaLoughton,1728,(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Positive,0.661107481,yes,yes,6,Ju,
577,"@Brantastic5 @robrezee @saanich Dead 3yo in Chicago, dead teen in Toronto, dead guy killed in front of Ottawa City Hall in the painted bike line there: these and many more are some of my reasons. All were killed in the lane, or because a vehicle blocked the lane and they had to â€œjust go aroundâ€.",33:39.1,1.54E+18,2022-06-14 03:33:30+00:00,1,0,5,1,,,,,bigorangebike,1389,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.824731827,yes,no,6,Ju,
200,Imagine if no one on earth has any hair because all the hair got stolen by the hair gorge,32:33.7,1.54E+18,2022-06-18 06:48:03+00:00,3,0,7,1,,,,,superboyisms,465,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Negative,0.567304194,yes,no,6,Ju,
161,"@Ring_Sheryl They codified the ""Safety is the victim's responsibility, not ours"" mentality then? Saying b/c of the criticism lobbed at Franklin Graham this AM. IMO, both he &amp; Castle Rock v Gonzales are symptoms of a bigger problem re domestic violence victims",32:29.8,1.54E+18,2022-06-20 15:16:12+00:00,0,0,0,0,,,,,N3GatorFan,626,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Negative,0.706763089,yes,no,6,Ju,
1276,Tomorrow! Don't miss the Ascent Special Ops Transition Program Networking Event in Southern Pines on 16 JUN. We're honored to be a sponsor of this event... please let Victoria know if you can make it. #SOF #militarytransition #southernpines https://t.co/OgayPV5tca,34:33.3,1.54E+18,2022-06-15 18:51:27+00:00,0,0,1,0,,,,,DriverTsoi,155,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Positive,0.975533187,yes,no,6,Ju,
8,@RonFilipkowski Poor poor Sidney. https://t.co/ul490ikWC0,31:44.6,1.54E+18,2022-06-16 10:06:25+00:00,0,0,1,0,,,,,gdarshoen,31,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.847498775,yes,no,6,Ju,
498,"@JohnA_USMCvet Until they don't commit a crime for him, then they're not his friend anymore. I knew he was a scumbag back in 1988 when I lived in Massachusetts hearing about him every day on the news. Lawsuits, Investigations, settling out of court paying fines. Central Park Five full page ads",33:33.3,1.54E+18,2022-06-18 22:38:23+00:00,0,0,1,0,,,,,OasisintPk,330,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.859784007,yes,No,6,Ju,NYC related
420,"Waiting almost 40 hours to report a hate crime is wrong.â€¦

1/
__

""The disturbing act was discovered by [congregants] arriving at the shul Friday night. On Sunday morning, the Ramapo Police Department and Rockland Chaveirim were called to the scene."" 

https://t.co/nKKJ6dFvWD",33:20.0,1.54E+18,2022-06-19 23:13:53+00:00,1,0,0,0,,,,,Shmarya,3246,(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Negative,0.804047465,yes,no,6,Ju,
1373,"Special guests the @ppanthersvijhl are lighting it up and winning prizes at the @BCLC tent tonight at the game!

#HarbourCats #DoSomethingCool #Community #Baseball #YYJ https://t.co/SMHO45C3I8",35:23.5,1.54E+18,2022-06-19 01:07:30+00:00,0,0,5,3,Royal Athletic Park,0fc2ec381254c000,"[-123.3545683488539, 48.4310593304753, -123.3545683488539, 48.4310593304753]",,HarbourCats,6434,YYJ (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,YYJ,Positive,0.934781015,yes,No,6,Ju,Baseball
740,"Awesome progress at our New Victoria scheme that we're delivering with @PensionCorp in Manchester city centre. This is no mean feat, as our contractor @VCUK_Building installs the first of 12'golden hoops' on the roof of both towers.

ðŸ‘‡ Check this out! It's going to look epic! ðŸ‘‡ https://t.co/yGZarTO08P",34:22.2,1.54E+18,2022-06-20 10:01:13+00:00,0,0,9,0,,,,,OddAlerts,9578,Victoria (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,Victoria,Positive,0.979669034,yes,No,6,Ju,Not Canada
1165,"Did you know that Tour De Victoria supports World Bike Relief? ðŸš² An international non-profit that provides bikes to students, healthcare workers &amp; entrepreneurs! #tourdevictoria #worldbikerelief #support #charity",34:31.7,1.54E+18,2022-06-18 16:06:26+00:00,0,0,0,0,,,,,pymnts,62007,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",Victoria,Positive,0.861311495,yes,Yes,6,Ju,"Victoria, students, health care, non profits"
659,"âš¾ï¸â—ï¸(AWAY) GAME DAY: Looking for affordable, family-friendly Father's Day fun?
Head over to Poppitz Field in Victoria tonight, where we take on @VictoriaBasebal at 6pm. âš¾ï¸ Happy Father's Day and we hope to see you there! Go Cubs! ðŸ» https://t.co/HuH6xfm8WG",34:20.6,1.54E+18,2022-06-19 18:36:11+00:00,0,1,24,4,,,,,Chaskacubs,1672,Victoria (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,Victoria,Positive,0.959246755,yes,no,6,Ju,
